f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type,ln_price,n_beds2,ln_bathrooms,ln_number_of_reviews,n_days_since_rv2,n_host_acceptance_rate2,n_host_response_rate2,ln_host_total_listings_count,n_bedrooms2
Entire rental unit,Xuhui District,100,100,0,3,2,2,0,NA,1,NA,1,NA,0,1,1,1,1,1,1,1,0,1,0,0,0,423,44788829,Xuhui District,Entire rental unit,6.0473721790462776,4,0,0,NA,10000,10000,NA,4
Entire serviced apartment,Pudong,NA,NA,0,2,NA,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,450,44816255,Pudong,Entire serviced apartment,6.1092475827643655,1,0,0,NA,NA,NA,NA,NA
Entire rental unit,Jing'an District,NA,96,1,4,1,2,11,5,1,0.73,1,448,1,1,1,1,1,0,1,1,0,1,1,0,1,408,44821792,Jing'an District,Entire rental unit,6.0112671744041615,4,0,2.4849066497880004,200704,9216,NA,0,1
Entire rental unit,Huangpu District,50,100,3,2,1,1,0,NA,3,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,388,44824185,Huangpu District,Entire rental unit,5.961005339623274,1,0,0,NA,10000,2500,1.0986122886681098,1
Entire rental unit,Huangpu District,50,100,3,4,2,2,0,NA,3,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,558,44824691,Huangpu District,Entire rental unit,6.324358962381311,4,0,0,NA,10000,2500,1.0986122886681098,4
Entire rental unit,Qingpu District,100,100,2,6,3,3,16,5,3,1.01,2,476,1,1,1,1,1,1,0,0,0,0,0,0,0,680,44827349,Qingpu District,Entire rental unit,6.522092798170152,9,0.6931471805599453,2.833213344056216,226576,10000,10000,0.6931471805599453,9
Entire rental unit,Chongming District,100,100,0,4,2,2,9,4.88,1,1.01,1.5,266,0,1,1,1,1,1,1,1,0,1,1,1,0,392,44827532,Chongming District,Entire rental unit,5.971261839790462,4,0.4054651081081644,2.302585092994046,70756,10000,10000,NA,4
Entire rental unit,Pudong,0,NA,1,6,3,3,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,884,44838552,Pudong,Entire rental unit,6.784457062637643,9,0,0,NA,NA,0,0,9
Entire rental unit,Hongkou District,100,99,40,3,1,2,0,NA,35,NA,1,NA,0,1,1,1,1,0,1,1,0,0,1,0,1,442,44839878,Hongkou District,Entire rental unit,6.091309882077698,4,0,0,NA,9801,10000,3.6888794541139363,1
Entire rental unit,Pudong,25,57,1,2,1,1,0,NA,2,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,818,44847884,Pudong,Entire rental unit,6.706862336602747,1,0.4054651081081644,0,NA,3249,625,0,1
Entire serviced apartment,Minhang District,100,100,16,2,1,1,1,5,11,0.16,1,187,0,1,1,1,1,1,0,1,0,0,0,0,0,244,44861634,Minhang District,Entire serviced apartment,5.497168225293202,1,0,0.6931471805599453,34969,10000,10000,2.772588722239781,1
Entire rental unit,Putuo District,100,100,7,2,1,2,0,NA,5,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,1,0,369,44876924,Putuo District,Entire rental unit,5.910796644040527,4,0,0,NA,10000,10000,1.9459101490553132,1
Entire loft,Minhang District,100,100,0,2,1,1,2,5,11,0.12,1,488,1,1,1,1,1,1,0,1,0,0,1,1,0,353,44877932,Minhang District,Entire loft,5.8664680569332965,1,0,1.0986122886681098,238144,10000,10000,NA,1
Entire loft,Minhang District,100,100,0,2,1,1,10,5,11,0.97,1.5,308,1,1,1,0,1,1,0,1,0,0,1,1,0,323,44879638,Minhang District,Entire loft,5.777652323222656,1,0.4054651081081644,2.3978952727983707,94864,10000,10000,NA,1
Entire loft,Minhang District,100,100,0,2,1,2,7,4.86,11,0.55,1.5,384,1,1,1,1,1,1,0,1,0,0,1,1,0,352,44880263,Minhang District,Entire loft,5.863631175598097,4,0.4054651081081644,2.0794415416798357,147456,10000,10000,NA,1
Entire serviced apartment,Huangpu District,100,62,1,2,NA,1,0,NA,3,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,599,44884209,Huangpu District,Entire serviced apartment,6.395261598115449,1,0,0,NA,3844,10000,0,NA
Entire serviced apartment,Huangpu District,100,62,1,2,NA,1,1,5,3,0.07,1,460,0,1,1,0,1,0,0,1,0,0,0,0,0,599,44884754,Huangpu District,Entire serviced apartment,6.395261598115449,1,0,0.6931471805599453,211600,3844,10000,0,NA
Entire loft,Songjiang District,100,100,2,5,2,2,7,4.86,4,0.47,1.5,447,1,1,1,1,1,1,1,1,0,1,1,0,0,426,44899012,Songjiang District,Entire loft,6.054439346269371,4,0.4054651081081644,2.0794415416798357,199809,10000,10000,0.6931471805599453,4
Entire serviced apartment,Hongkou District,100,100,4,2,1,1,8,4.75,3,0.55,1,434,0,1,1,0,1,1,0,1,0,0,0,0,0,198,44914054,Hongkou District,Entire serviced apartment,5.288267030694535,1,0,2.1972245773362196,188356,10000,10000,1.3862943611198906,1
Entire serviced apartment,Hongkou District,100,100,4,2,1,1,7,4.14,3,0.44,1,476,0,1,1,0,1,1,0,1,0,0,0,0,0,198,44915830,Hongkou District,Entire serviced apartment,5.288267030694535,1,0,2.0794415416798357,226576,10000,10000,1.3862943611198906,1
Entire loft,Qingpu District,100,100,2,5,3,4,6,4.83,3,0.41,1.5,440,1,1,1,1,1,1,1,1,0,1,1,0,1,841,44922743,Qingpu District,Entire loft,6.734591659972948,16,0.4054651081081644,1.9459101490553132,193600,10000,10000,0.6931471805599453,9
Entire rental unit,Huangpu District,100,85,4,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,1,1,1,0,0,0,0,1,540,44925096,Huangpu District,Entire rental unit,6.29156913955832,1,0,0,NA,7225,10000,1.3862943611198906,1
Entire rental unit,Xuhui District,100,100,10,2,1,1,17,4.65,17,1.05,1,486,0,1,1,1,1,1,1,1,0,0,0,0,0,234,44928809,Xuhui District,Entire rental unit,5.455321115357702,1,0,2.8903717578961645,236196,10000,10000,2.302585092994046,1
Entire rental unit,Baoshan District,47,96,46,5,3,3,13,4.77,24,0.89,1,435,0,1,1,1,1,1,0,1,0,0,0,0,0,535,44928928,Baoshan District,Entire rental unit,6.282266746896006,9,0,2.6390573296152584,189225,9216,2209,3.828641396489095,9
Entire rental unit,Pudong,100,100,2,4,2,3,0,NA,5,NA,1,NA,1,1,1,0,1,1,0,1,0,0,0,1,0,781,44934439,Pudong,Entire rental unit,6.660575149839686,9,0,0,NA,10000,10000,0.6931471805599453,4
Entire serviced apartment,Jiading District,100,100,15,2,1,1,40,4.95,19,2.56,1,467,1,1,1,1,1,1,1,1,0,0,1,0,1,389,44945146,Jiading District,Entire serviced apartment,5.963579343618446,1,0,3.713572066704308,218089,10000,10000,2.70805020110221,1
Entire rental unit,Xuhui District,100,100,6,2,1,2,0,NA,7,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,318,44972727,Xuhui District,Entire rental unit,5.762051382780177,4,0,0,NA,10000,10000,1.791759469228055,1
Entire rental unit,Minhang District,100,100,13,2,1,2,2,5,10,0.56,1.5,106,1,1,1,1,1,1,1,1,0,0,0,0,1,294,44976978,Minhang District,Entire rental unit,5.683579767338681,4,0.4054651081081644,1.0986122886681098,11236,10000,10000,2.5649493574615367,1
Entire loft,Pudong,100,100,0,2,1,1,0,NA,23,NA,1,NA,0,1,1,1,1,0,1,1,0,0,1,1,0,330,44979403,Pudong,Entire loft,5.799092654460526,1,0,0,NA,10000,10000,NA,1
Entire loft,Pudong,100,100,0,4,1,2,1,5,23,0.12,1,257,0,1,1,1,1,0,1,1,0,0,1,1,0,548,44980956,Pudong,Entire loft,6.306275286948016,4,0,0.6931471805599453,66049,10000,10000,NA,1
Entire loft,Pudong,100,100,0,4,1,2,1,5,23,0.06,1,474,0,1,1,1,1,0,1,1,0,0,0,1,0,548,44981229,Pudong,Entire loft,6.306275286948016,4,0,0.6931471805599453,224676,10000,10000,NA,1
Entire rental unit,Jing'an District,100,97,221,4,2,2,2,5,69,0.12,1,488,0,1,1,1,0,0,0,0,0,0,0,0,0,213,44985135,Jing'an District,Entire rental unit,5.3612921657094255,4,0,1.0986122886681098,238144,9409,10000,5.3981627015177525,4
Entire rental unit,Huangpu District,100,94,330,2,1,2,2,5,57,0.16,1,372,0,1,1,1,0,0,0,0,0,0,0,0,0,92,44985145,Huangpu District,Entire rental unit,4.5217885770490405,4,0,1.0986122886681098,138384,8836,10000,5.799092654460526,1
Entire rental unit,Jing'an District,100,97,221,4,2,2,0,NA,69,NA,1,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,213,44985150,Jing'an District,Entire rental unit,5.3612921657094255,4,0,0,NA,9409,10000,5.3981627015177525,4
Entire rental unit,Huangpu District,100,94,330,2,1,1,0,NA,57,NA,1,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,230,44985969,Huangpu District,Entire rental unit,5.438079308923196,1,0,0,NA,8836,10000,5.799092654460526,1
Entire rental unit,Huangpu District,100,94,330,4,1,2,2,5,57,0.15,1,399,0,1,1,1,0,0,0,0,0,0,0,0,0,415,44985979,Huangpu District,Entire rental unit,6.028278520230698,4,0,1.0986122886681098,159201,8836,10000,5.799092654460526,1
Entire rental unit,Huangpu District,100,94,330,6,1,3,2,3.5,57,0.32,1,188,0,1,1,1,0,0,0,0,0,0,0,0,0,1256,44985989,Huangpu District,Entire rental unit,7.135687347028144,9,0,1.0986122886681098,35344,8836,10000,5.799092654460526,1
Entire rental unit,Fengxian District,47,96,46,4,2,2,1,5,24,0.1,1,301,0,1,1,1,1,1,0,1,0,0,0,0,0,423,45002222,Fengxian District,Entire rental unit,6.0473721790462776,4,0,0.6931471805599453,90601,9216,2209,3.828641396489095,4
Entire rental unit,Pudong,100,100,88,4,2,2,4,5,2,0.25,1,477,1,1,1,0,1,1,1,1,0,1,0,0,1,608,45004120,Pudong,Entire rental unit,6.410174881966167,4,0,1.6094379124341003,227529,10000,10000,4.477336814478207,4
Entire rental unit,Jiading District,100,100,6,2,1,1,0,NA,7,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,359,45005651,Jiading District,Entire rental unit,5.883322388488279,1,0,0,NA,10000,10000,1.791759469228055,1
Entire rental unit,Pudong,100,100,10,2,1,1,6,4.6,11,0.37,1,488,1,1,1,1,1,1,0,1,0,0,0,0,1,392,45008150,Pudong,Entire rental unit,5.971261839790462,1,0,1.9459101490553132,238144,10000,10000,2.302585092994046,1
Entire rental unit,Huangpu District,NA,0,1,2,1,3,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,693,45036288,Huangpu District,Entire rental unit,6.541029999189903,9,0,0,NA,0,NA,0,1
Entire serviced apartment,Minhang District,NA,0,11,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,300,45041328,Minhang District,Entire serviced apartment,5.703782474656201,1,0,0,NA,0,NA,2.3978952727983707,1
Entire rental unit,Huangpu District,100,98,0,5,2,3,2,5,7,0.86,1.5,69,1,1,1,1,1,1,1,1,0,1,1,0,1,575,45042176,Huangpu District,Entire rental unit,6.354370040797351,9,0.4054651081081644,1.0986122886681098,4761,9604,10000,NA,4
Entire rental unit,Changning District,96,95,142,2,1,1,2,2.5,67,0.15,1,406,0,1,1,1,0,0,0,0,0,0,0,0,0,196,45043959,Changning District,Entire rental unit,5.278114659230517,1,0,1.0986122886681098,164836,9025,9216,4.955827057601261,1
Entire rental unit,Xuhui District,100,96,6,4,1,1,30,4.34,6,1.89,1,475,0,1,1,1,1,1,1,1,0,0,1,0,0,651,45046254,Xuhui District,Entire rental unit,6.478509642208569,1,0,3.4339872044851463,225625,9216,10000,1.791759469228055,1
Entire loft,Minhang District,100,100,0,2,1,1,0,NA,11,NA,1,NA,1,1,1,1,1,1,0,1,0,0,1,1,0,360,45052427,Minhang District,Entire loft,5.886104031450156,1,0,0,NA,10000,10000,NA,1
Entire loft,Minhang District,100,100,0,2,1,1,7,4.71,11,0.46,1,453,1,1,1,1,1,1,0,1,0,0,1,1,0,360,45053573,Minhang District,Entire loft,5.886104031450156,1,0,2.0794415416798357,205209,10000,10000,NA,1
Entire rental unit,Xuhui District,100,96,9,2,1,1,0,NA,6,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,500,45054954,Xuhui District,Entire rental unit,6.214608098422191,1,0,0,NA,9216,10000,2.1972245773362196,1
Entire rental unit,Xuhui District,100,96,9,2,1,1,0,NA,6,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,500,45056104,Xuhui District,Entire rental unit,6.214608098422191,1,0,0,NA,9216,10000,2.1972245773362196,1
Entire rental unit,Jing'an District,100,99,21,6,2,3,1,5,22,0.06,1,469,0,1,1,1,1,1,0,1,0,0,0,0,0,488,45058359,Jing'an District,Entire rental unit,6.1903154058531475,9,0,0.6931471805599453,219961,9801,10000,3.044522437723423,4
Entire rental unit,Jing'an District,100,100,0,2,1,1,74,4.82,5,4.61,1,481,1,1,1,1,1,0,1,1,0,0,0,0,0,363,45058741,Jing'an District,Entire rental unit,5.8944028342648505,1,0,4.31748811353631,231361,10000,10000,NA,1
Entire serviced apartment,Pudong,99,100,29,2,1,1,14,4.71,29,0.86,1,486,0,1,1,1,1,0,0,1,0,0,0,0,0,215,45061644,Pudong,Entire serviced apartment,5.3706380281276624,1,0,2.70805020110221,236196,10000,9801,3.367295829986474,1
Entire loft,Songjiang District,80,100,5,4,2,2,8,4.88,9,0.54,1,445,0,1,1,1,1,1,0,1,0,0,0,0,0,348,45062100,Songjiang District,Entire loft,5.8522024797744745,4,0,2.1972245773362196,198025,10000,6400,1.6094379124341003,4
Entire serviced apartment,Hongkou District,100,100,15,4,1,1,1,2,10,0.07,1,443,0,1,1,0,1,1,0,1,0,0,1,0,1,414,45062362,Hongkou District,Entire serviced apartment,6.025865973825314,1,0,0.6931471805599453,196249,10000,10000,2.70805020110221,1
Entire rental unit,Huangpu District,96,100,11,6,3,3,36,4.91,9,2.22,1,485,0,1,1,1,1,1,1,1,0,1,1,0,0,595,45064715,Huangpu District,Entire rental unit,6.38856140554563,9,0,3.6109179126442243,235225,10000,9216,2.3978952727983707,9
Entire serviced apartment,Pudong,100,100,3,2,1,1,0,NA,4,NA,1,NA,0,1,1,1,1,0,1,1,0,0,0,0,1,429,45069022,Pudong,Entire serviced apartment,6.061456918928017,1,0,0,NA,10000,10000,1.0986122886681098,1
Entire rental unit,Songjiang District,100,100,0,3,2,2,0,NA,2,NA,1,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,374,45071170,Songjiang District,Entire rental unit,5.924255797414532,4,0,0,NA,10000,10000,NA,4
Entire rental unit,Songjiang District,100,100,0,3,2,3,3,5,2,0.2,1,441,0,1,1,0,1,1,1,1,0,1,1,0,1,374,45072056,Songjiang District,Entire rental unit,5.924255797414532,9,0,1.3862943611198906,194481,10000,10000,NA,4
Entire loft,Huangpu District,100,100,7,4,1,2,19,4.95,7,1.2,1,473,1,1,1,1,1,1,1,1,0,1,1,0,1,715,45072444,Huangpu District,Entire loft,6.5722825426940075,4,0,2.995732273553991,223729,10000,10000,1.9459101490553132,1
Entire rental unit,Hongkou District,100,99,40,2,1,1,0,NA,35,NA,1,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,315,45074838,Hongkou District,Entire rental unit,5.752572638825633,1,0,0,NA,9801,10000,3.6888794541139363,1
Entire loft,Hongkou District,100,99,40,4,1,2,0,NA,35,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,494,45074937,Hongkou District,Entire loft,6.202535517187923,4,0,0,NA,9801,10000,3.6888794541139363,1
Entire rental unit,Hongkou District,100,99,40,2,1,1,10,4.7,35,0.72,1,417,0,1,1,1,1,0,1,1,0,1,1,0,1,326,45074957,Hongkou District,Entire rental unit,5.786897381366708,1,0,2.3978952727983707,173889,9801,10000,3.6888794541139363,1
Entire rental unit,Hongkou District,98,99,28,2,1,1,1,5,25,0.09,1,336,0,1,1,1,1,1,1,1,0,1,1,0,1,304,45082196,Hongkou District,Entire rental unit,5.717027701406222,1,0,0.6931471805599453,112896,9801,9604,3.332204510175204,1
Entire rental unit,Hongkou District,98,99,28,2,1,1,1,1,25,0.16,1,191,0,1,1,1,1,1,1,1,0,1,1,0,1,225,45082261,Hongkou District,Entire rental unit,5.41610040220442,1,0,0.6931471805599453,36481,9801,9604,3.332204510175204,1
Entire rental unit,Chongming District,100,100,0,6,3,4,1,5,1,0.11,1,264,0,1,1,0,1,1,1,1,0,1,1,1,0,844,45090845,Chongming District,Entire rental unit,6.7381524945959574,16,0,0.6931471805599453,69696,10000,10000,NA,9
Entire rental unit,Xuhui District,100,100,15,3,1,2,1,5,8,0.1,1,288,1,1,1,1,1,1,0,1,0,0,0,0,0,482,45092002,Xuhui District,Entire rental unit,6.1779441140506,4,0,0.6931471805599453,82944,10000,10000,2.70805020110221,1
Entire loft,Jing'an District,100,79,1,2,1,1,4,3.67,2,0.27,1,443,0,1,1,0,1,0,1,1,0,0,0,0,1,358,45093398,Jing'an District,Entire loft,5.8805329864007,1,0,1.6094379124341003,196249,6241,10000,0,1
Entire rental unit,Hongkou District,98,100,0,2,1,1,23,4.52,6,1.46,1.5,471,0,1,1,1,1,0,1,1,0,0,1,0,1,340,45097090,Hongkou District,Entire rental unit,5.8289456176102075,1,0.4054651081081644,3.1780538303479458,221841,10000,9604,NA,1
Entire rental unit,Xuhui District,100,99,21,3,1,1,0,NA,22,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,368,45105112,Xuhui District,Entire rental unit,5.908082938168931,1,0,0,NA,9801,10000,3.044522437723423,1
Entire rental unit,Xuhui District,100,88,11,6,2,3,2,5,15,0.13,1,476,0,1,1,1,1,1,0,1,0,0,0,0,0,722,45105663,Xuhui District,Entire rental unit,6.582025138892826,9,0,1.0986122886681098,226576,7744,10000,2.3978952727983707,4
Entire rental unit,Huangpu District,80,100,24,2,NA,1,0,NA,19,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,888,45107144,Huangpu District,Entire rental unit,6.78897174299217,1,0,0,NA,10000,6400,3.1780538303479458,NA
Entire rental unit,Changning District,100,94,330,2,1,2,0,NA,57,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,263,45107552,Changning District,Entire rental unit,5.572154032177765,4,0,0,NA,8836,10000,5.799092654460526,1
Entire rental unit,Changning District,96,95,142,2,1,2,0,NA,67,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,285,45107554,Changning District,Entire rental unit,5.652489180268651,4,0,0,NA,9025,9216,4.955827057601261,1
Entire rental unit,Changning District,92,96,230,2,1,2,0,NA,39,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,154,45107557,Changning District,Entire rental unit,5.0369526024136295,4,0,0,NA,9216,8464,5.438079308923196,1
Entire rental unit,Changning District,92,96,230,2,1,1,0,NA,39,NA,1,NA,0,1,1,1,1,1,0,1,0,0,1,0,1,153,45107839,Changning District,Entire rental unit,5.030437921392435,1,0,0,NA,9216,8464,5.438079308923196,1
Entire rental unit,Jing'an District,94,93,974,2,1,1,14,4.71,57,0.89,1,473,0,1,1,1,0,0,0,0,0,0,0,0,0,193,45108055,Jing'an District,Entire rental unit,5.262690188904886,1,0,2.70805020110221,223729,8649,8836,6.881411303642535,1
Entire rental unit,Jing'an District,100,97,221,2,1,1,2,2.5,69,0.13,1,446,0,1,1,1,0,0,0,0,0,0,0,0,0,250,45108059,Jing'an District,Entire rental unit,5.521460917862246,1,0,1.0986122886681098,198916,9409,10000,5.3981627015177525,1
Entire loft,Qingpu District,100,92,5,4,2,2,0,NA,6,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,388,45108678,Qingpu District,Entire loft,5.961005339623274,4,0,0,NA,8464,10000,1.6094379124341003,4
Entire rental unit,Pudong,100,100,0,3,1,1,49,4.84,6,3.11,1,472,1,1,1,1,1,1,0,1,0,1,0,0,0,445,45109313,Pudong,Entire rental unit,6.09807428216624,1,0,3.912023005428146,222784,10000,10000,NA,1
Entire rental unit,Pudong,100,100,3,3,2,2,1,3,5,0.07,1,450,0,1,1,1,1,0,0,1,0,0,0,1,0,528,45114515,Pudong,Entire rental unit,6.269096283706261,4,0,0.6931471805599453,202500,10000,10000,1.0986122886681098,4
Entire loft,Huangpu District,90,98,0,4,1,2,29,4.24,10,2.05,1,423,0,1,1,1,1,0,1,1,0,0,0,0,1,599,45128922,Huangpu District,Entire loft,6.395261598115449,4,0,3.4011973816621555,178929,9604,8100,NA,1
Entire loft,Huangpu District,90,98,0,2,1,1,19,4.58,10,1.18,1,481,0,1,1,1,1,1,1,1,0,0,0,0,1,544,45129287,Huangpu District,Entire loft,6.298949246855942,1,0,2.995732273553991,231361,9604,8100,NA,1
Entire serviced apartment,Pudong,100,99,13,2,1,1,0,NA,8,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,245,45132343,Pudong,Entire serviced apartment,5.501258210544727,1,0,0,NA,9801,10000,2.5649493574615367,1
Entire rental unit,Huangpu District,100,100,251,4,1,1,0,NA,171,NA,1.5,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,699,45134582,Huangpu District,Entire rental unit,6.54965074223381,1,0.4054651081081644,0,NA,10000,10000,5.5254529391317835,1
Entire loft,Minhang District,100,100,2,2,1,1,10,4.9,1,0.62,1.5,483,1,1,1,0,1,0,1,1,0,1,1,0,1,500,45134718,Minhang District,Entire loft,6.214608098422191,1,0.4054651081081644,2.3978952727983707,233289,10000,10000,0.6931471805599453,1
Entire loft,Fengxian District,100,100,9,4,2,2,0,NA,8,NA,2,NA,1,1,1,1,1,1,1,1,0,0,1,0,1,520,45145046,Fengxian District,Entire loft,6.253828811575473,4,0.6931471805599453,0,NA,10000,10000,2.1972245773362196,4
Entire serviced apartment,Pudong,100,99,5,3,1,1,4,4.75,5,0.25,1,476,0,1,1,1,1,1,0,1,0,0,0,0,0,488,45145625,Pudong,Entire serviced apartment,6.1903154058531475,1,0,1.6094379124341003,226576,9801,10000,1.6094379124341003,1
Entire loft,Hongkou District,98,99,28,4,1,2,4,4.5,25,0.27,1,446,0,1,1,1,1,1,0,1,0,0,0,0,1,494,45147391,Hongkou District,Entire loft,6.202535517187923,4,0,1.6094379124341003,198916,9801,9604,3.332204510175204,1
Entire rental unit,Hongkou District,98,99,28,3,1,2,1,5,25,0.07,1,411,0,1,1,1,1,0,1,1,0,0,1,0,1,442,45147445,Hongkou District,Entire rental unit,6.091309882077698,4,0,0.6931471805599453,168921,9801,9604,3.332204510175204,1
Entire rental unit,Hongkou District,98,99,28,3,1,2,3,4,25,0.2,1,451,0,1,1,1,1,0,1,1,0,0,1,0,1,442,45147516,Hongkou District,Entire rental unit,6.091309882077698,4,0,1.3862943611198906,203401,9801,9604,3.332204510175204,1
Entire rental unit,Pudong,NA,NA,0,2,1,1,0,NA,1,NA,2,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,388,45147592,Pudong,Entire rental unit,5.961005339623274,1,0.6931471805599453,0,NA,NA,NA,NA,1
Entire loft,Hongkou District,100,99,40,4,1,2,0,NA,35,NA,1,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,450,45147760,Hongkou District,Entire loft,6.1092475827643655,4,0,0,NA,9801,10000,3.6888794541139363,1
Entire rental unit,Hongkou District,100,99,40,3,1,2,1,5,35,0.06,1,461,0,1,1,1,1,0,1,1,0,0,1,0,1,442,45147849,Hongkou District,Entire rental unit,6.091309882077698,4,0,0.6931471805599453,212521,9801,10000,3.6888794541139363,1
Entire rental unit,Hongkou District,98,100,0,2,1,1,25,4.68,6,1.67,1.5,449,0,1,1,1,1,0,1,1,0,0,1,0,1,332,45147880,Hongkou District,Entire rental unit,5.805134968916488,1,0.4054651081081644,3.258096538021482,201601,10000,9604,NA,1
Entire loft,Hongkou District,98,99,28,4,1,2,8,5,25,0.92,1,259,0,1,1,1,1,1,1,1,0,1,1,0,1,450,45148011,Hongkou District,Entire loft,6.1092475827643655,4,0,2.1972245773362196,67081,9801,9604,3.332204510175204,1
Entire serviced apartment,Xuhui District,100,100,14,2,1,1,2,4,26,0.15,1,412,1,1,1,1,1,1,1,1,0,0,0,0,1,735,45149789,Xuhui District,Entire serviced apartment,6.5998704992128365,1,0,1.0986122886681098,169744,10000,10000,2.6390573296152584,1
Entire serviced apartment,Jiading District,100,100,7,2,1,1,1,5,8,0.06,1,463,0,1,1,1,1,1,0,1,0,0,0,0,0,228,45151138,Jiading District,Entire serviced apartment,5.429345628954441,1,0,0.6931471805599453,214369,10000,10000,1.9459101490553132,1
Entire rental unit,Minhang District,0,NA,5,2,1,1,0,NA,5,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,200,45170241,Minhang District,Entire rental unit,5.298317366548036,1,-0.6931471805599453,0,NA,NA,0,1.6094379124341003,1
Entire rental unit,Jing'an District,0,NA,5,2,1,1,0,NA,5,NA,0.5,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,170,45170295,Jing'an District,Entire rental unit,5.135798437050262,1,-0.6931471805599453,0,NA,NA,0,1.6094379124341003,1
Entire rental unit,Pudong,100,100,0,2,1,1,0,NA,9,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,443,45171748,Pudong,Entire rental unit,6.093569770045136,1,0,0,NA,10000,10000,NA,1
Entire loft,Pudong,100,99,4,4,2,2,1,5,5,0.11,1,265,0,1,1,0,1,1,0,1,0,0,0,0,0,491,45171935,Pudong,Entire loft,6.19644412779452,4,0,0.6931471805599453,70225,9801,10000,1.3862943611198906,4
Entire rental unit,Minhang District,NA,NA,0,3,2,2,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,730,45179997,Minhang District,Entire rental unit,6.593044534142437,4,0,0,NA,NA,NA,NA,4
Entire serviced apartment,Yangpu District,100,100,16,3,1,2,2,4.5,18,0.13,1,463,0,1,1,1,1,1,1,1,0,0,1,0,1,212,45180553,Yangpu District,Entire serviced apartment,5.356586274672012,4,0,1.0986122886681098,214369,10000,10000,2.772588722239781,1
Entire serviced apartment,Jiading District,100,100,19,2,1,1,9,4.89,20,0.57,1,473,0,1,1,1,1,0,1,1,0,0,0,0,0,449,45180986,Jiading District,Entire serviced apartment,6.1070228877422545,1,0,2.302585092994046,223729,10000,10000,2.9444389791664403,1
Entire serviced apartment,Hongkou District,100,100,8,2,1,1,55,4.64,8,3.47,1.5,474,0,1,1,1,1,1,1,1,0,0,0,0,1,315,45183042,Hongkou District,Entire serviced apartment,5.752572638825633,1,0.4054651081081644,4.02535169073515,224676,10000,10000,2.0794415416798357,1
Entire serviced apartment,Hongkou District,100,100,8,2,1,1,29,4.43,8,1.84,1.5,473,0,1,1,1,1,1,1,1,0,0,0,0,1,342,45183109,Hongkou District,Entire serviced apartment,5.834810737062605,1,0.4054651081081644,3.4011973816621555,223729,10000,10000,2.0794415416798357,1
Entire loft,Hongkou District,100,98,12,4,1,2,0,NA,11,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,1,426,45194139,Hongkou District,Entire loft,6.054439346269371,4,0,0,NA,9604,10000,2.4849066497880004,1
