f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
Entire rental unit,Xuhui District,90,98,3,2,1,1,4,4.25,2,0.21,0.5,567,0,1,1,1,1,0,1,1,0,0,1,0,0,198,43336729,Xuhui District,Entire rental unit
Entire serviced apartment,Minhang District,NA,NA,2,2,1,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,280,43336733,Minhang District,Entire serviced apartment
Entire rental unit,Xuhui District,NA,NA,0,3,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,1924,43339759,Xuhui District,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,8,4,31,0.49,1,486,0,1,1,1,1,1,1,1,0,1,1,0,1,314,43342763,Hongkou District,Entire rental unit
Entire rental unit,Pudong,67,100,3,2,1,1,3,4.33,3,0.16,1,560,0,1,1,0,1,0,0,1,0,0,0,1,0,149,43343830,Pudong,Entire rental unit
Entire loft,Huangpu District,100,100,2,4,1,2,69,4.74,2,3.56,1.5,580,1,1,1,1,1,1,1,1,0,1,1,0,1,604,43344389,Huangpu District,Entire loft
Entire serviced apartment,Pudong,75,96,2,2,1,2,1,3,3,0.06,1.5,481,0,1,1,0,1,1,0,1,0,0,0,1,0,260,43344766,Pudong,Entire serviced apartment
Entire loft,Songjiang District,90,100,7,4,2,3,11,4.55,8,0.59,1.5,555,0,1,1,1,1,1,1,1,0,1,0,0,1,491,43345553,Songjiang District,Entire loft
Entire rental unit,Baoshan District,100,88,4,4,2,3,0,NA,2,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,215,43351794,Baoshan District,Entire rental unit
Entire rental unit,Xuhui District,NA,NA,1,2,2,2,0,NA,1,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,1,0,0,600,43352688,Xuhui District,Entire rental unit
Entire rental unit,Songjiang District,80,100,5,2,1,1,1,5,9,0.05,1,581,0,1,1,1,1,0,0,1,0,0,0,0,0,344,43359004,Songjiang District,Entire rental unit
Entire rental unit,Huangpu District,100,100,2,2,1,1,80,4.96,1,4.61,1,520,1,1,1,1,1,1,1,1,0,1,1,0,1,418,43359497,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,NA,NA,0,2,2,2,0,NA,1,NA,2,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,626,43363341,Huangpu District,Entire rental unit
Entire rental unit,Chongming District,100,100,0,2,1,1,2,5,1,0.12,1,517,0,1,1,0,1,1,1,1,0,0,1,1,0,394,43364993,Chongming District,Entire rental unit
Entire serviced apartment,Putuo District,100,86,7,2,1,1,3,2.67,6,0.17,0.5,532,0,1,1,0,1,1,0,1,0,0,0,0,0,268,43367406,Putuo District,Entire serviced apartment
Entire rental unit,Minhang District,98,100,74,6,3,3,9,4.78,83,0.48,1,565,1,1,1,1,1,1,1,1,0,1,1,0,1,447,43368185,Minhang District,Entire rental unit
Entire rental unit,Pudong,100,100,0,6,2,2,53,4.96,1,2.69,1.5,590,1,1,1,1,1,1,1,1,1,0,0,1,0,571,43368626,Pudong,Entire rental unit
Entire serviced apartment,Jiading District,100,98,33,2,1,1,0,NA,43,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,1,80,43375473,Jiading District,Entire serviced apartment
Entire rental unit,Pudong,NA,100,0,4,2,3,4,4.75,1,0.25,1,481,0,1,1,0,1,1,1,1,0,1,0,0,1,367,43378188,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,2,2,2,2,0,NA,6,NA,2,NA,0,1,1,1,1,1,0,1,0,0,1,0,0,831,43379715,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,2,4,2,2,0,NA,5,NA,2,NA,1,1,1,0,1,1,0,1,0,0,1,1,0,1112,43379733,Pudong,Entire rental unit
Entire serviced apartment,Minhang District,0,NA,2,2,1,1,0,NA,2,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,300,43383091,Minhang District,Entire serviced apartment
Entire rental unit,Xuhui District,99,100,19,4,1,2,0,NA,19,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,426,43383501,Xuhui District,Entire rental unit
Entire rental unit,Pudong,NA,NA,2,2,1,1,0,NA,2,NA,2,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,866,43385596,Pudong,Entire rental unit
Entire loft,Changning District,100,94,4,2,1,1,13,4.92,4,0.67,1,578,1,1,1,1,1,1,1,1,0,0,0,0,1,412,43386398,Changning District,Entire loft
Entire rental unit,Pudong,100,89,25,4,1,2,1,3,17,0.08,1,358,0,1,1,1,1,1,0,1,0,0,0,0,0,395,43386501,Pudong,Entire rental unit
Entire loft,Pudong,100,100,8,4,1,2,32,4.94,7,1.81,1,528,1,1,1,1,1,1,1,1,0,1,1,0,1,271,43387391,Pudong,Entire loft
Entire loft,Pudong,100,14,0,2,1,1,0,NA,2,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,289,43388174,Pudong,Entire loft
Entire loft,Pudong,100,14,0,2,1,1,2,5,2,0.12,1,507,0,1,1,0,1,1,0,1,0,0,0,0,0,298,43392126,Pudong,Entire loft
Entire rental unit,Xuhui District,100,0,3,2,1,2,0,NA,1,NA,1,NA,0,1,1,0,0,1,1,1,0,0,1,0,0,210,43392676,Xuhui District,Entire rental unit
Entire serviced apartment,Huangpu District,NA,NA,0,2,1,1,0,NA,1,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,585,43393063,Huangpu District,Entire serviced apartment
Entire rental unit,Hongkou District,100,100,32,2,1,1,16,4.38,31,1.05,1.5,457,0,1,1,1,1,0,1,1,0,0,0,0,1,235,43395318,Hongkou District,Entire rental unit
Entire rental unit,Pudong,95,100,9,6,3,3,1,5,10,0.1,2,313,1,1,1,0,1,1,1,1,1,1,0,0,0,813,43402117,Pudong,Entire rental unit
Entire rental unit,Pudong,95,100,9,6,3,3,5,4.8,10,0.44,2,338,1,1,1,0,1,1,1,1,1,1,0,0,0,670,43402197,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,4,4,2,2,16,4.94,3,1,1,478,1,1,1,1,1,1,1,1,0,1,1,0,1,294,43402959,Pudong,Entire rental unit
Entire rental unit,Xuhui District,100,100,6,3,1,2,0,NA,7,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,368,43406814,Xuhui District,Entire rental unit
Entire rental unit,Pudong,67,100,3,2,1,1,3,5,3,0.18,1,498,0,1,1,0,1,0,0,1,0,0,0,1,0,149,43408227,Pudong,Entire rental unit
Entire rental unit,Pudong,100,97,1,4,2,2,57,4.91,1,3.25,1,525,1,1,1,1,1,1,1,1,0,0,0,0,0,245,43410128,Pudong,Entire rental unit
Entire rental unit,Pudong,NA,NA,2,2,2,2,0,NA,2,NA,2,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,9300,43416100,Pudong,Entire rental unit
Entire serviced apartment,Minhang District,NA,NA,2,2,1,1,0,NA,3,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,499,43416852,Minhang District,Entire serviced apartment
Entire rental unit,Yangpu District,100,100,3,3,2,3,40,4.93,2,2.05,1.5,584,1,1,1,1,1,1,1,1,0,1,1,1,1,394,43417412,Yangpu District,Entire rental unit
Entire loft,Pudong,NA,100,2,2,1,1,0,NA,4,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,948,43420068,Pudong,Entire loft
Entire rental unit,Jing'an District,NA,NA,1,2,1,1,1,5,1,0.05,1,576,1,1,1,1,1,0,1,1,0,0,1,0,0,250,43421941,Jing'an District,Entire rental unit
Entire loft,Pudong,100,100,8,4,1,2,15,5,7,0.78,1,577,1,1,1,1,1,1,1,1,0,1,1,0,1,271,43424447,Pudong,Entire loft
Entire loft,Pudong,100,100,8,4,1,2,26,5,7,1.47,1,529,1,1,1,1,1,1,1,1,0,1,1,0,1,271,43424507,Pudong,Entire loft
Entire rental unit,Minhang District,98,100,74,6,3,3,4,4.75,83,0.21,1,581,1,1,1,1,1,1,1,1,0,1,1,0,1,499,43425691,Minhang District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,500,43425703,Minhang District,Entire rental unit
Entire serviced apartment,Huangpu District,100,97,2,2,1,1,0,NA,6,NA,1,NA,1,1,1,1,1,1,1,1,0,1,1,0,1,497,43426031,Huangpu District,Entire serviced apartment
Entire serviced apartment,Xuhui District,100,97,2,2,1,1,7,4.86,6,0.36,1.5,580,1,1,1,1,1,1,1,1,0,0,1,0,1,306,43429547,Xuhui District,Entire serviced apartment
Entire rental unit,Pudong,100,99,4,2,1,1,13,5,4,0.76,1.5,513,1,1,1,1,1,0,1,1,0,0,1,0,1,451,43439065,Pudong,Entire rental unit
Entire serviced apartment,Pudong,100,97,9,2,1,1,1,5,7,0.31,1,96,0,1,1,1,1,1,1,1,0,1,1,0,1,385,43439520,Pudong,Entire serviced apartment
Entire rental unit,Xuhui District,100,100,37,4,2,2,9,5,26,0.49,1,545,1,1,1,1,1,1,0,1,0,0,0,0,0,459,43439955,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,23,2,1,1,0,NA,24,NA,1,NA,0,1,1,0,0,1,0,1,0,0,0,0,0,175,43443676,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,37,4,2,2,9,4.89,26,0.53,1,504,1,1,1,1,1,1,0,1,0,0,0,0,0,403,43444701,Xuhui District,Entire rental unit
Entire loft,Huangpu District,100,100,36,2,1,1,17,4.65,35,1.03,1,493,0,1,1,1,1,0,1,1,0,0,1,0,0,637,43445337,Huangpu District,Entire loft
Entire loft,Huangpu District,100,100,36,2,1,1,24,4.63,35,1.23,1,583,0,1,1,1,1,0,1,1,0,1,1,0,0,771,43445407,Huangpu District,Entire loft
Entire rental unit,Hongkou District,55,100,6,6,3,3,5,4,4,0.34,2,445,0,1,1,1,1,1,0,1,0,0,0,0,0,895,43446818,Hongkou District,Entire rental unit
Entire serviced apartment,Changning District,NA,93,2,4,2,2,2,4,6,0.17,2,359,0,1,1,1,1,1,0,1,0,0,0,0,0,798,43447568,Changning District,Entire serviced apartment
Entire serviced apartment,Huangpu District,90,100,2,2,1,1,2,5,5,0.1,1,581,1,1,1,1,1,1,1,1,0,0,1,0,0,415,43449292,Huangpu District,Entire serviced apartment
Entire loft,Pudong,78,90,3,4,3,5,30,4.28,1,1.58,3,568,0,1,1,0,1,0,1,1,0,0,0,0,1,568,43451738,Pudong,Entire loft
Entire serviced apartment,Pudong,100,100,8,6,2,3,0,NA,9,NA,1.5,NA,1,1,1,1,1,1,1,1,0,0,1,0,1,1274,43454855,Pudong,Entire serviced apartment
Entire serviced apartment,Huangpu District,NA,75,4,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,650,43455144,Huangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,100,1,2,1,1,1,5,4,0.05,1,545,1,1,1,0,1,1,1,1,0,0,1,0,0,845,43456192,Huangpu District,Entire rental unit
Entire rental unit,Minhang District,94,100,77,6,3,3,16,4.5,80,0.86,1,558,1,1,1,1,1,1,1,1,0,1,1,0,1,447,43456766,Minhang District,Entire rental unit
Entire rental unit,Minhang District,94,100,77,6,3,3,5,5,80,0.26,1,581,1,1,1,1,1,1,1,1,0,1,1,0,1,456,43456850,Minhang District,Entire rental unit
Entire rental unit,Pudong,100,100,8,4,1,2,7,4.71,8,0.37,1,560,0,1,1,1,1,1,1,1,0,0,0,1,0,352,43457336,Pudong,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,14,4.79,31,0.77,1.5,542,0,1,1,1,1,0,1,1,0,1,1,0,1,323,43458217,Hongkou District,Entire rental unit
Entire serviced apartment,Xuhui District,90,100,2,2,1,1,0,NA,5,NA,1,NA,1,1,1,1,1,0,1,1,0,0,0,0,0,346,43461214,Xuhui District,Entire serviced apartment
Entire serviced apartment,Xuhui District,90,100,2,2,1,1,2,5,5,0.11,1,524,1,1,1,1,1,0,1,1,0,0,0,0,0,451,43461230,Xuhui District,Entire serviced apartment
Entire serviced apartment,Xuhui District,90,100,2,2,1,1,6,5,5,0.32,1,570,1,1,1,1,1,1,1,1,0,0,1,0,0,489,43461238,Xuhui District,Entire serviced apartment
Entire serviced apartment,Huangpu District,90,100,2,2,1,1,0,NA,5,NA,1.5,NA,1,1,1,1,1,0,1,1,0,0,0,0,0,424,43461253,Huangpu District,Entire serviced apartment
Entire serviced apartment,Pudong,100,97,9,2,1,1,4,5,7,0.56,1.5,213,0,1,1,0,1,0,1,1,0,1,1,0,0,473,43464361,Pudong,Entire serviced apartment
Entire loft,Huangpu District,100,100,2,4,1,2,43,4.74,2,2.26,1.5,569,1,1,1,1,1,1,1,1,0,1,1,0,1,601,43466047,Huangpu District,Entire loft
Entire rental unit,Xuhui District,100,97,2,2,1,1,2,5,6,0.11,1,537,1,1,1,1,1,0,1,1,0,0,1,0,1,391,43472283,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,0,NA,0,2,1,1,0,NA,1,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,115,43479313,Minhang District,Entire rental unit
Entire loft,Fengxian District,100,100,2,3,2,2,28,4.96,4,1.53,1,549,1,1,1,1,1,1,1,1,0,1,0,0,0,381,43480254,Fengxian District,Entire loft
Entire rental unit,Pudong,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,479,43480643,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,23,6,3,3,115,4.75,25,6.06,1,568,1,1,1,1,1,1,1,1,0,1,0,0,1,936,43489749,Jing'an District,Entire rental unit
Entire serviced apartment,Minhang District,NA,NA,2,2,1,1,0,NA,3,NA,0,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,588,43489779,Minhang District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,100,1,2,1,1,4,4.5,4,0.22,1,533,1,1,1,1,1,1,1,1,0,0,1,0,0,685,43490842,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,NA,100,1,2,1,1,1,5,4,0.06,1,519,1,1,1,1,1,1,1,1,0,0,1,0,1,845,43490882,Huangpu District,Entire rental unit
Entire rental unit,Songjiang District,0,100,0,2,1,1,54,4.9,1,2.78,1,582,1,1,1,0,1,1,1,1,0,1,1,0,1,205,43491936,Songjiang District,Entire rental unit
Entire rental unit,Minhang District,100,100,13,4,2,2,2,5,10,0.25,1,235,1,1,1,1,1,1,1,1,0,1,0,0,1,368,43492173,Minhang District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,2,4,2,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,0,0,0,0,0,0,1000,43496190,Minhang District,Entire rental unit
Entire serviced apartment,Huangpu District,100,100,6,2,1,1,26,4.35,6,1.35,1,577,0,1,1,1,1,1,0,1,0,0,0,0,0,585,43501736,Huangpu District,Entire serviced apartment
Entire rental unit,Yangpu District,100,96,15,2,1,1,19,5,15,0.99,1,574,1,1,1,1,1,1,1,1,0,1,0,0,1,414,43509019,Yangpu District,Entire rental unit
Entire rental unit,Pudong,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,599,43510139,Pudong,Entire rental unit
Entire rental unit,Minhang District,98,100,74,6,3,3,5,4.4,83,0.28,1,531,1,1,1,1,1,1,1,1,0,1,0,0,1,473,43510260,Minhang District,Entire rental unit
Entire rental unit,Yangpu District,100,84,0,6,3,3,0,NA,7,NA,1,NA,0,1,1,0,1,1,1,1,0,0,1,0,0,888,43510306,Yangpu District,Entire rental unit
Entire rental unit,Pudong,100,94,330,2,1,1,0,NA,57,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,153,43510762,Pudong,Entire rental unit
Entire rental unit,Minhang District,98,100,74,4,2,2,12,4.83,83,0.75,1,478,1,1,1,1,1,1,1,1,0,1,1,0,1,347,43511901,Minhang District,Entire rental unit
Entire rental unit,Minhang District,94,100,77,6,3,3,5,5,80,0.26,1,570,1,1,1,0,1,1,1,1,0,1,0,0,1,395,43512007,Minhang District,Entire rental unit
Entire serviced apartment,Yangpu District,100,84,0,2,1,1,1,0,7,0.13,1,234,0,1,1,0,1,0,1,1,0,0,1,0,0,399,43512116,Yangpu District,Entire serviced apartment
Entire rental unit,Yangpu District,100,84,0,6,3,3,1,0,7,0.14,1,219,0,1,1,0,1,1,1,1,0,0,1,0,0,888,43512202,Yangpu District,Entire rental unit
Entire rental unit,Yangpu District,100,84,0,4,1,2,3,5,7,0.47,1,192,0,1,1,0,1,1,1,1,0,0,1,0,0,403,43512240,Yangpu District,Entire rental unit
Entire rental unit,Yangpu District,100,84,0,2,1,1,4,4.67,7,0.23,1,522,0,1,1,0,1,1,1,1,0,0,1,0,0,399,43512296,Yangpu District,Entire rental unit
Entire rental unit,Minhang District,94,100,77,4,1,2,2,5,80,0.11,1,558,1,1,1,1,1,1,1,1,0,1,1,0,1,342,43512343,Minhang District,Entire rental unit
Entire serviced apartment,Xuhui District,NA,75,4,2,1,1,0,NA,4,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,650,43519916,Xuhui District,Entire serviced apartment
Entire rental unit,Xuhui District,100,99,4,2,1,1,15,4.6,4,0.82,1,547,1,1,1,1,1,0,1,1,0,1,1,0,1,295,43523811,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,NA,0,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,0,1,0,1,0,0,0,0,0,200,43528212,Minhang District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,1,NA,2,NA,0,1,1,0,1,0,0,1,0,0,0,1,0,400,43529734,Minhang District,Entire rental unit
Entire rental unit,Pudong,67,100,3,2,1,1,6,4,3,0.33,1,537,0,1,1,0,1,0,0,1,0,0,0,1,0,139,43530106,Pudong,Entire rental unit
Entire loft,Pudong,100,100,20,6,3,3,90,4.88,15,4.7,2,574,1,1,1,1,1,1,1,1,0,0,1,0,1,390,43531588,Pudong,Entire loft
Entire loft,Pudong,100,100,20,4,2,2,97,4.88,15,5.06,1,574,1,1,1,1,1,1,0,1,0,0,0,0,0,320,43531990,Pudong,Entire loft
Entire loft,Pudong,100,100,20,6,2,3,76,4.87,15,4.03,1,565,1,1,1,1,1,1,0,1,0,0,0,0,0,311,43532275,Pudong,Entire loft
Entire loft,Pudong,100,100,20,6,2,3,72,4.9,15,3.75,1,575,1,1,1,1,1,1,0,1,0,0,0,0,0,309,43532444,Pudong,Entire loft
Entire loft,Pudong,100,100,20,5,2,2,55,4.93,15,2.87,1,574,1,1,1,1,1,1,0,1,0,0,0,0,0,368,43532619,Pudong,Entire loft
Entire rental unit,Fengxian District,100,97,7,4,2,2,2,5,6,0.11,1,547,1,1,1,0,1,1,0,1,0,0,0,1,0,455,43532667,Fengxian District,Entire rental unit
Entire loft,Pudong,100,100,20,6,2,3,52,4.96,15,2.71,1,574,1,1,1,1,1,1,0,1,0,0,0,0,0,284,43532718,Pudong,Entire loft
Entire loft,Pudong,100,100,20,6,2,4,44,4.7,15,2.29,1,576,1,1,1,1,1,1,0,1,0,0,0,0,0,300,43532823,Pudong,Entire loft
Entire loft,Pudong,100,100,20,4,1,2,30,4.83,15,1.58,1,570,1,1,1,1,1,0,1,1,0,0,1,0,1,257,43532831,Pudong,Entire loft
Entire rental unit,Huangpu District,100,94,46,2,1,1,0,NA,47,NA,1,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,675,43536120,Huangpu District,Entire rental unit
Entire serviced apartment,Jing'an District,100,100,2,2,1,1,23,4.43,3,1.33,0,519,0,1,1,1,1,0,0,1,0,0,0,0,0,348,43537039,Jing'an District,Entire serviced apartment
Entire rental unit,Xuhui District,100,100,11,2,1,1,52,4.78,11,2.85,1,546,0,1,1,0,1,0,0,1,0,0,0,0,0,998,43538041,Xuhui District,Entire rental unit
Entire serviced apartment,Songjiang District,100,98,33,2,1,1,1,0,43,0.12,1,255,0,1,1,0,1,1,0,1,0,0,0,0,0,95,43538917,Songjiang District,Entire serviced apartment
Entire rental unit,Xuhui District,99,100,71,4,2,2,0,NA,68,NA,1,NA,1,1,1,1,1,0,0,1,0,0,0,0,0,724,43540885,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,99,100,71,4,2,2,2,5,68,0.46,1,129,1,1,1,1,1,0,0,1,0,0,0,0,0,742,43541012,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,98,0,4,2,3,6,4.5,7,0.34,1,527,1,1,1,1,1,1,1,1,0,0,1,0,1,649,43546985,Huangpu District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,3,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,1,0,0,179,43548880,Minhang District,Entire rental unit
Entire rental unit,Pudong,100,100,0,5,3,3,6,4.5,1,0.36,1.5,503,1,1,1,1,1,1,1,1,0,1,0,0,1,439,43548906,Pudong,Entire rental unit
Entire rental unit,Jing'an District,100,100,5,6,3,3,25,4.96,4,1.33,2,565,1,1,1,1,1,1,1,1,0,1,1,0,0,1618,43549211,Jing'an District,Entire rental unit
Entire serviced apartment,Yangpu District,100,96,15,2,1,1,4,4.5,15,0.28,1,434,1,1,1,1,1,1,1,1,0,1,1,0,1,365,43549422,Yangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,100,98,0,4,1,2,6,4.67,7,0.31,1,572,1,1,1,0,1,1,1,1,0,0,1,0,1,455,43551278,Huangpu District,Entire rental unit
Entire loft,Huangpu District,98,100,18,6,2,2,10,4.9,18,0.54,1,559,0,1,1,1,1,1,0,1,0,0,0,0,0,558,43560110,Huangpu District,Entire loft
Entire rental unit,Hongkou District,100,100,32,2,1,1,17,4.82,31,0.94,1,544,0,1,1,1,1,1,1,1,0,1,1,0,1,314,43560264,Hongkou District,Entire rental unit
Entire rental unit,Jing'an District,NA,NA,0,2,1,1,1,5,1,0.05,1,547,0,1,1,0,1,1,0,1,0,0,0,0,0,70780,43560626,Jing'an District,Entire rental unit
Entire rental unit,Huangpu District,100,100,23,2,1,1,6,4.83,23,0.34,1,534,0,1,1,1,1,1,1,1,0,0,0,0,0,151,43563801,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,99,24,2,2,3,21,4.95,22,1.1,1,571,0,1,1,1,1,1,1,1,0,0,1,0,1,397,43572944,Pudong,Entire rental unit
Entire rental unit,Changning District,NA,NA,0,3,2,3,0,NA,1,NA,1.5,NA,0,1,1,0,1,0,1,1,0,0,0,0,0,70665,43575123,Changning District,Entire rental unit
Entire rental unit,Jing'an District,98,100,18,2,1,1,46,4.63,18,2.44,1,565,0,1,1,1,1,0,0,1,0,0,0,0,0,171,43575451,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,98,100,18,3,1,2,71,4.77,18,3.87,1,550,0,1,1,1,1,0,0,1,0,0,0,0,0,409,43575613,Jing'an District,Entire rental unit
Entire rental unit,Jiading District,100,100,0,2,1,1,16,4.87,2,0.87,1,548,0,1,1,1,1,1,0,1,0,0,0,0,0,258,43576794,Jiading District,Entire rental unit
Entire rental unit,Jiading District,100,100,0,2,1,1,6,4.67,2,0.37,1,487,0,1,1,1,1,1,0,1,0,0,0,0,0,258,43581811,Jiading District,Entire rental unit
Entire rental unit,Pudong,95,99,0,2,1,1,10,4.5,9,0.57,1,527,0,1,1,0,1,1,0,1,0,0,0,0,0,311,43582679,Pudong,Entire rental unit
Entire serviced apartment,Pudong,100,100,3,5,2,3,14,5,5,0.75,2,559,0,1,1,1,1,1,1,1,0,1,1,1,0,859,43583539,Pudong,Entire serviced apartment
Entire rental unit,Huangpu District,100,100,23,4,1,2,22,5,25,1.17,1,561,1,1,1,1,1,1,1,1,0,1,0,0,1,610,43584609,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,100,23,2,1,1,20,4.7,25,1.06,1,564,1,1,1,1,1,1,1,1,0,1,0,0,1,481,43584904,Xuhui District,Entire rental unit
Entire loft,Pudong,100,99,24,5,3,3,11,4.82,22,0.61,1,536,0,1,1,1,1,1,0,1,0,0,0,1,0,399,43586929,Pudong,Entire loft
Entire rental unit,Jing'an District,99,100,29,2,1,1,15,4.6,29,0.85,1,529,0,1,1,1,1,1,0,1,0,0,0,0,0,268,43587427,Jing'an District,Entire rental unit
Entire rental unit,Huangpu District,100,100,23,6,3,3,105,4.89,25,6.18,1,509,1,1,1,1,1,1,1,1,0,1,1,0,1,936,43587714,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,99,12,4,1,2,0,NA,11,NA,1,NA,1,1,1,0,1,1,1,1,0,1,1,0,1,389,43596691,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,100,99,7,3,2,2,2,5,7,0.15,1,411,0,1,1,1,1,0,0,1,0,0,0,0,0,472,43597656,Minhang District,Entire rental unit
Entire serviced apartment,Jiading District,100,100,32,2,1,1,1,5,32,0.13,1.5,235,1,1,1,1,1,0,1,1,0,0,1,0,1,480,43605815,Jiading District,Entire serviced apartment
Entire serviced apartment,Jiading District,100,100,32,4,1,1,6,5,32,0.32,1.5,564,1,1,1,1,1,0,1,1,0,0,1,0,1,480,43606098,Jiading District,Entire serviced apartment
Entire rental unit,Huangpu District,92,100,23,2,1,1,10,3.9,19,0.6,1,501,0,1,1,1,1,0,0,1,0,0,0,0,0,239,43606650,Huangpu District,Entire rental unit
Entire rental unit,Jing'an District,98,100,18,2,1,1,34,4.76,18,1.81,1,563,0,1,1,1,1,0,1,1,0,1,0,0,0,367,43608615,Jing'an District,Entire rental unit
Entire rental unit,Huangpu District,92,100,23,2,1,1,22,4.59,19,1.31,1,504,0,1,1,1,1,0,0,1,0,0,0,0,0,209,43610050,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,92,100,23,2,1,1,15,4.47,19,0.81,1,557,0,1,1,1,1,0,0,1,0,0,0,0,0,187,43610252,Huangpu District,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,12,4.42,31,0.81,1.5,446,0,1,1,1,1,0,1,1,0,0,1,0,1,275,43610570,Hongkou District,Entire rental unit
Entire rental unit,Minhang District,94,100,77,6,2,3,6,5,80,0.33,1,540,1,1,1,1,1,1,1,1,0,1,1,1,1,499,43610802,Minhang District,Entire rental unit
Entire rental unit,Minhang District,0,75,0,2,1,1,40,4.97,1,2.16,1.5,554,0,1,1,0,1,1,1,1,0,1,0,0,1,240,43610986,Minhang District,Entire rental unit
Entire rental unit,Minhang District,98,100,74,6,2,3,4,4.5,83,0.21,1,558,1,1,1,1,1,1,0,1,0,0,0,0,1,499,43611137,Minhang District,Entire rental unit
Entire rental unit,Qingpu District,99,100,81,6,3,6,3,5,84,0.16,2,559,1,1,1,1,1,1,1,1,0,1,0,0,1,580,43615241,Qingpu District,Entire rental unit
Entire rental unit,Minhang District,99,100,81,4,1,2,1,5,84,0.05,1,558,1,1,1,1,1,1,1,1,0,1,0,0,1,372,43615373,Minhang District,Entire rental unit
Entire rental unit,Minhang District,99,100,81,6,3,3,9,5,84,0.5,1,537,1,1,1,1,1,1,1,1,0,1,0,0,1,456,43615555,Minhang District,Entire rental unit
