f_property_type,f_neighbourhood,n_host_response_rate,n_host_acceptance_rate,n_host_total_listings_count,n_accommodates,n_bedrooms,n_beds,n_number_of_reviews,n_review_scores_rating,n_calculated_host_listings_count,n_reviews_per_month,n_bathrooms,n_days_since_rv,d_superhost,d_profile_pic,d_identity_verified,d_instant_bookable,d_wifi,d_tv,d_refrigerator,d_air_conditioning,d_baby,d_stove,d_microwave,d_free_parking,d_paid_parking,price,id,neighbourhood_cleansed,property_type
Entire rental unit,Minhang District,NA,100,1,6,3,3,0,NA,2,NA,0.5,NA,0,1,1,0,0,0,0,1,0,0,0,0,0,500,43033216,Minhang District,Entire rental unit
Entire rental unit,Pudong,100,86,10,2,1,1,0,NA,17,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,324,43037792,Pudong,Entire rental unit
Entire rental unit,Pudong,100,86,10,2,1,1,0,NA,17,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,1,343,43038207,Pudong,Entire rental unit
Entire rental unit,Minhang District,NA,NA,2,2,1,1,0,NA,2,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,210,43038448,Minhang District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,2,2,1,2,0,NA,2,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,152,43038561,Minhang District,Entire rental unit
Entire rental unit,Yangpu District,100,99,31,2,1,1,20,4.95,22,0.96,1,621,1,1,1,0,1,1,1,1,0,1,0,0,1,421,43040217,Yangpu District,Entire rental unit
Entire loft,Qingpu District,100,93,3,5,2,4,1,4,2,0.08,2,358,0,1,1,0,1,1,1,1,0,0,0,0,0,656,43040983,Qingpu District,Entire loft
Entire serviced apartment,Huangpu District,NA,NA,4,2,1,1,1,5,3,0.05,1,588,0,1,1,0,1,1,0,1,0,0,0,0,0,990,43047453,Huangpu District,Entire serviced apartment
Entire rental unit,Huangpu District,NA,NA,4,2,1,1,5,4,3,0.25,1,601,0,1,1,0,1,1,1,1,0,0,0,0,0,990,43047513,Huangpu District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,2,2,1,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,162,43049575,Minhang District,Entire rental unit
Entire rental unit,Changning District,100,100,66,2,1,1,17,4.88,66,1.07,1,475,1,1,1,1,1,1,1,1,0,1,1,0,1,325,43054705,Changning District,Entire rental unit
Entire rental unit,Changning District,100,100,66,2,1,1,16,4.81,66,0.76,1,628,1,1,1,1,1,1,1,1,0,1,1,0,1,342,43054808,Changning District,Entire rental unit
Entire rental unit,Changning District,100,100,66,4,2,2,25,4.92,66,1.3,1,574,1,1,1,1,1,0,1,1,0,1,1,0,1,497,43054842,Changning District,Entire rental unit
Entire rental unit,Pudong,100,86,10,2,1,1,0,NA,17,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,479,43054974,Pudong,Entire rental unit
Entire rental unit,Changning District,100,100,66,2,1,1,27,4.96,66,1.36,1,596,1,1,1,1,1,1,1,1,0,1,1,0,1,282,43055439,Changning District,Entire rental unit
Entire rental unit,Changning District,100,100,66,2,1,1,18,4.89,66,0.86,1,628,1,1,1,1,1,1,1,1,0,1,1,0,1,279,43055588,Changning District,Entire rental unit
Entire rental unit,Jiading District,0,100,1,2,1,1,1,0,1,0.14,1,215,0,1,1,0,1,0,0,1,0,0,0,1,0,80,43055975,Jiading District,Entire rental unit
Entire rental unit,Qingpu District,NA,NA,1,3,3,3,0,NA,1,NA,2,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,334,43057660,Qingpu District,Entire rental unit
Entire rental unit,Huangpu District,NA,NA,4,2,1,1,5,4.6,3,0.24,1,629,0,1,1,0,1,1,1,1,0,0,0,0,0,989,43062091,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,99,10,2,1,1,0,NA,8,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,484,43063372,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,99,10,2,1,1,3,5,8,0.46,1.5,194,0,1,1,1,1,0,0,1,0,0,0,0,0,697,43071120,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,99,10,2,1,1,0,NA,8,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,472,43071413,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,99,10,2,1,1,0,NA,8,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,477,43072206,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,99,10,2,1,1,3,5,8,0.31,1,293,0,1,1,1,1,0,0,1,0,0,0,0,0,477,43072284,Huangpu District,Entire rental unit
Entire rental unit,Pudong,100,99,0,2,1,1,8,5,11,0.45,1,533,1,1,1,1,1,1,1,1,0,1,1,1,1,754,43072885,Pudong,Entire rental unit
Entire rental unit,Huangpu District,100,100,28,2,2,2,1,5,26,0.05,1,572,0,1,1,0,1,1,1,1,0,1,1,0,1,658,43084636,Huangpu District,Entire rental unit
Entire rental unit,Changning District,98,100,6,4,2,2,23,4.7,1,1.33,1,518,0,1,1,1,1,0,1,1,0,1,1,0,0,724,43089877,Changning District,Entire rental unit
Entire rental unit,Changning District,80,100,24,4,2,2,7,5,19,0.34,1,616,0,1,1,1,1,1,1,1,0,0,1,0,0,599,43089997,Changning District,Entire rental unit
Entire rental unit,Yangpu District,100,100,16,3,1,2,3,2.5,18,0.16,1,573,0,1,1,1,1,1,1,1,0,0,1,0,1,209,43091069,Yangpu District,Entire rental unit
Entire loft,Jing'an District,100,100,15,2,1,1,18,4.39,15,0.91,1.5,593,0,1,1,1,1,0,0,1,0,0,1,0,1,1007,43097773,Jing'an District,Entire loft
Entire rental unit,Songjiang District,100,100,2,2,1,1,18,4.72,10,0.9,1.5,602,1,1,1,1,1,0,1,1,0,0,1,0,1,292,43098434,Songjiang District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,1,2,1,2,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,149,43098714,Minhang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,4,2,1,1,5,3,5,0.24,1,626,0,1,1,1,1,1,1,1,0,0,1,0,0,234,43100286,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,100,100,4,2,1,1,3,3.67,5,0.14,1,622,0,1,1,1,1,1,1,1,0,0,1,0,0,234,43100426,Xuhui District,Entire rental unit
Entire serviced apartment,Minhang District,90,84,4,2,1,1,1,0,4,0.14,1,209,0,1,1,0,1,1,0,1,0,0,0,0,0,465,43103782,Minhang District,Entire serviced apartment
Entire serviced apartment,Songjiang District,100,98,33,2,1,1,0,NA,43,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,100,43105649,Songjiang District,Entire serviced apartment
Entire serviced apartment,Songjiang District,100,98,33,2,1,1,0,NA,43,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,80,43105692,Songjiang District,Entire serviced apartment
Entire rental unit,Songjiang District,100,100,2,2,1,1,40,4.85,10,1.99,1.5,601,1,1,1,1,1,0,1,1,0,0,1,0,1,269,43106451,Songjiang District,Entire rental unit
Entire rental unit,Xuhui District,100,100,4,2,1,1,12,4.5,5,0.7,1,516,0,1,1,1,1,1,1,1,0,0,1,0,0,267,43107381,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,NA,NA,3,2,1,2,0,NA,3,NA,1,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,730,43108056,Huangpu District,Entire rental unit
Entire rental unit,Huangpu District,100,98,11,2,1,1,0,NA,10,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,0,462,43111634,Huangpu District,Entire rental unit
Entire rental unit,Jing'an District,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,1920,43112808,Jing'an District,Entire rental unit
Entire rental unit,Huangpu District,100,97,6,4,1,2,93,4.95,3,4.63,1,601,1,1,1,1,1,1,1,1,1,0,1,0,1,321,43115303,Huangpu District,Entire rental unit
Entire rental unit,Pudong,NA,NA,1,6,3,3,0,NA,1,NA,1,NA,0,1,1,0,1,0,0,1,0,0,0,1,0,668,43123274,Pudong,Entire rental unit
Entire rental unit,Yangpu District,55,100,6,2,1,1,2,5,4,0.1,1,594,0,1,1,1,1,1,0,1,0,0,0,0,0,338,43127257,Yangpu District,Entire rental unit
Entire rental unit,Pudong,100,100,0,5,3,2,0,NA,2,NA,1.5,NA,1,1,1,0,1,1,1,1,0,0,0,1,1,668,43134805,Pudong,Entire rental unit
Entire serviced apartment,Pudong,100,100,19,2,1,1,14,4.43,20,0.77,1.5,545,0,1,1,1,1,0,0,1,0,0,1,0,0,355,43141945,Pudong,Entire serviced apartment
Entire rental unit,Xuhui District,100,99,21,4,1,2,5,4.5,23,0.25,1,588,0,1,1,1,1,1,0,1,0,0,0,0,0,441,43142443,Xuhui District,Entire rental unit
Entire loft,Pudong,100,100,14,4,2,2,8,5,12,0.4,1,593,1,1,1,1,1,1,1,1,0,0,1,0,1,359,43142445,Pudong,Entire loft
Entire rental unit,Putuo District,0,NA,0,2,1,1,0,NA,5,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,6393,43143449,Putuo District,Entire rental unit
Entire rental unit,Jiading District,NA,NA,1,2,1,1,0,NA,1,NA,1.5,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,249,43143986,Jiading District,Entire rental unit
Entire rental unit,Pudong,100,100,10,2,1,1,17,5,13,0.85,1,601,1,1,1,1,1,1,0,1,1,0,0,1,1,591,43145229,Pudong,Entire rental unit
Entire loft,Xuhui District,0,NA,7,2,1,1,0,NA,7,NA,1.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,280,43151016,Xuhui District,Entire loft
Entire loft,Pudong,100,100,6,3,1,1,1,5,8,0.25,1,121,0,1,1,1,1,1,1,1,0,0,1,0,1,476,43152648,Pudong,Entire loft
Entire loft,Pudong,100,100,6,6,2,3,2,4.5,8,0.11,1,556,0,1,1,1,1,1,1,1,0,0,0,0,1,569,43152730,Pudong,Entire loft
Entire rental unit,Xuhui District,100,97,0,4,1,2,2,4.5,13,0.1,1,612,0,1,1,1,1,1,1,1,0,1,1,0,1,457,43158259,Xuhui District,Entire rental unit
Entire loft,Huangpu District,100,100,15,2,1,1,15,4.67,15,0.77,1,586,0,1,1,1,1,0,0,1,0,1,0,0,0,749,43160740,Huangpu District,Entire loft
Entire loft,Huangpu District,100,100,15,2,1,1,11,4.36,15,0.54,1,615,0,1,1,1,1,0,0,1,0,0,0,0,0,924,43160876,Huangpu District,Entire loft
Entire rental unit,Huangpu District,100,100,15,2,1,1,11,4.45,15,0.53,1,617,0,1,1,1,1,0,0,1,0,0,0,0,0,507,43160948,Huangpu District,Entire rental unit
Entire loft,Minhang District,NA,NA,2,2,1,2,0,NA,3,NA,0.5,NA,0,1,1,0,1,1,1,1,0,0,1,1,0,588,43165069,Minhang District,Entire loft
Entire rental unit,Huangpu District,NA,60,0,2,1,1,1,0,1,0.08,1,358,0,1,1,0,1,0,0,1,0,0,0,0,0,658,43166181,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,100,68,2,1,1,1,5,67,0.05,1,600,1,1,1,1,1,0,0,1,0,0,1,0,0,321,43167224,Xuhui District,Entire rental unit
Entire rental unit,Yangpu District,100,100,10,4,3,3,7,5,11,0.42,2,499,1,1,1,1,1,1,0,1,0,0,0,0,0,598,43169141,Yangpu District,Entire rental unit
Entire rental unit,Putuo District,0,NA,0,2,1,1,0,NA,5,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,6393,43172842,Putuo District,Entire rental unit
Entire rental unit,Putuo District,0,NA,0,2,1,1,0,NA,5,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,6393,43175744,Putuo District,Entire rental unit
Entire rental unit,Putuo District,0,NA,0,2,1,1,0,NA,5,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,6393,43175776,Putuo District,Entire rental unit
Entire rental unit,Putuo District,0,NA,0,2,1,1,0,NA,5,NA,1,NA,0,1,1,1,1,1,0,0,0,0,0,0,0,6393,43175796,Putuo District,Entire rental unit
Entire rental unit,Hongkou District,0,NA,2,2,1,1,0,NA,4,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,8571,43176346,Hongkou District,Entire rental unit
Entire rental unit,Xuhui District,100,97,0,4,2,2,1,4,13,0.13,2,236,0,1,1,1,1,1,0,1,0,0,0,0,0,489,43180977,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,100,97,0,4,2,2,1,5,13,0.13,1,235,0,1,1,1,1,1,0,1,0,0,0,0,1,518,43181243,Xuhui District,Entire rental unit
Entire rental unit,Changning District,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,2499,43183141,Changning District,Entire rental unit
Entire rental unit,Xuhui District,NA,NA,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,1,1,0,0,1,0,0,0,0,0,890,43183164,Xuhui District,Entire rental unit
Entire serviced apartment,Minhang District,NA,NA,0,2,1,3,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,155,43190133,Minhang District,Entire serviced apartment
Entire rental unit,Xuhui District,100,100,4,2,1,1,28,4.81,3,1.36,1,615,0,1,1,0,1,1,1,1,0,0,1,0,0,298,43191019,Xuhui District,Entire rental unit
Entire rental unit,Minhang District,0,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,138,43191553,Minhang District,Entire rental unit
Entire rental unit,Changning District,NA,NA,0,2,1,2,1,5,1,0.05,1.5,573,0,1,1,0,1,0,1,1,0,0,1,0,1,470,43193569,Changning District,Entire rental unit
Entire rental unit,Jing'an District,100,100,5,6,3,3,1,5,1,0.06,2,471,0,1,1,0,1,1,1,1,0,0,0,0,0,641,43201149,Jing'an District,Entire rental unit
Entire serviced apartment,Qingpu District,NA,NA,0,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,158,43207552,Qingpu District,Entire serviced apartment
Entire rental unit,Changning District,100,100,66,2,1,1,17,4.76,66,0.85,1,596,1,1,1,1,1,1,1,1,0,0,1,0,1,391,43207963,Changning District,Entire rental unit
Entire rental unit,Huangpu District,100,100,4,2,1,1,4,4,3,0.24,1,491,0,1,1,0,1,1,1,1,0,0,1,0,0,198,43208632,Huangpu District,Entire rental unit
Entire rental unit,Jing'an District,99,100,69,2,1,1,13,5,43,0.65,1,601,0,1,1,1,1,0,0,1,0,0,0,0,1,415,43209325,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,99,100,69,2,1,1,1,5,43,0.11,1,275,0,1,1,1,1,1,0,1,0,0,0,0,1,449,43209372,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,99,100,69,2,1,1,1,5,43,0.06,1,487,0,1,1,1,1,0,1,1,0,0,0,0,0,414,43209409,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,99,100,69,2,1,1,1,5,43,0.11,1,281,0,1,1,1,1,1,0,1,0,0,0,0,1,410,43209424,Jing'an District,Entire rental unit
Entire rental unit,Jing'an District,100,80,1,2,1,1,1,5,1,0.06,1.5,541,1,1,1,1,1,1,1,1,0,1,1,0,1,260,43209590,Jing'an District,Entire rental unit
Entire rental unit,Pudong,100,100,8,2,1,1,0,NA,8,NA,1,NA,0,1,1,1,1,1,0,1,0,0,0,1,0,418,43212205,Pudong,Entire rental unit
Entire rental unit,Pudong,100,86,10,2,1,1,0,NA,17,NA,1,NA,0,1,1,1,1,1,1,1,0,1,1,0,1,343,43216238,Pudong,Entire rental unit
Entire loft,Fengxian District,NA,80,0,4,2,2,2,5,1,0.1,1.5,601,0,1,1,0,1,1,1,1,0,1,1,1,0,415,43228020,Fengxian District,Entire loft
Entire serviced apartment,Huangpu District,100,100,6,6,3,3,10,4.6,6,0.5,1,601,1,1,1,1,1,1,1,1,0,0,0,0,1,1131,43228151,Huangpu District,Entire serviced apartment
Entire rental unit,Chongming District,100,100,4,4,2,2,5,4.4,5,0.27,1,548,1,1,1,0,1,1,0,1,0,0,0,1,0,478,43231493,Chongming District,Entire rental unit
Entire rental unit,Huangpu District,100,99,22,2,1,1,4,5,12,0.33,1,360,1,1,1,1,1,0,0,1,0,0,0,0,0,681,43235076,Huangpu District,Entire rental unit
Entire loft,Pudong,100,100,14,3,1,2,2,5,14,0.1,1,600,1,1,1,1,1,1,1,1,0,0,1,0,1,377,43241650,Pudong,Entire loft
Entire rental unit,Huangpu District,99,100,14,4,2,2,40,4.95,28,1.97,1.5,609,1,1,1,1,1,1,0,1,0,0,1,0,0,1554,43241670,Huangpu District,Entire rental unit
Entire serviced apartment,Songjiang District,100,98,33,2,1,1,0,NA,43,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,95,43241960,Songjiang District,Entire serviced apartment
Entire rental unit,Pudong,91,100,10,4,2,2,20,4.74,8,1,2,600,0,1,1,1,1,0,1,1,0,0,0,1,0,368,43243457,Pudong,Entire rental unit
Entire rental unit,Songjiang District,80,100,5,2,1,1,2,5,9,0.12,1,491,0,1,1,1,1,0,0,1,0,0,0,0,0,351,43249166,Songjiang District,Entire rental unit
Entire rental unit,Songjiang District,80,100,5,2,1,1,1,5,9,0.12,1,246,0,1,1,1,1,0,0,1,0,0,0,0,0,344,43249199,Songjiang District,Entire rental unit
Entire loft,Jing'an District,100,55,0,3,1,1,6,5,1,0.34,1,525,0,1,1,1,1,1,1,1,0,0,0,0,1,426,43250659,Jing'an District,Entire loft
Entire rental unit,Chongming District,100,100,2,4,1,1,2,4.5,2,0.1,1,603,1,1,1,1,1,0,1,1,0,0,0,1,0,361,43250950,Chongming District,Entire rental unit
Entire serviced apartment,Yangpu District,100,100,4,2,1,2,4,4.5,4,0.2,1.5,601,1,1,1,1,0,1,1,1,0,1,0,0,0,383,43259235,Yangpu District,Entire serviced apartment
Entire loft,Pudong,100,94,4,4,1,1,23,4.78,4,1.14,1,604,1,1,1,0,1,1,1,1,0,1,1,0,1,968,43264529,Pudong,Entire loft
Entire rental unit,Huangpu District,100,98,11,2,1,1,0,NA,10,NA,1,NA,0,1,1,1,1,1,1,1,0,0,1,0,0,426,43264597,Huangpu District,Entire rental unit
Entire rental unit,Fengxian District,NA,0,2,4,3,4,8,4.75,3,0.51,1.5,468,0,1,1,0,1,1,1,1,0,0,0,0,1,289,43269880,Fengxian District,Entire rental unit
Entire rental unit,Hongkou District,92,100,23,2,1,1,4,5,19,0.24,1,503,0,1,1,1,1,0,0,1,0,0,0,0,0,235,43270187,Hongkou District,Entire rental unit
Entire rental unit,Pudong,100,100,31,2,1,1,0,NA,31,NA,1,NA,1,1,1,1,1,1,0,1,0,0,0,0,0,212,43270399,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,1,1,6,4.83,31,0.36,1,501,1,1,1,1,1,1,0,1,0,0,0,0,0,136,43270689,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,2,1,1,5,31,0.43,1.5,68,1,1,1,1,1,1,0,1,0,0,0,1,0,370,43270955,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,2,2,4,5,31,0.24,1,509,1,1,1,1,1,1,0,1,0,0,0,0,0,133,43271106,Pudong,Entire rental unit
Entire rental unit,Xuhui District,98,100,7,4,1,2,22,5,5,1.12,1,588,1,1,1,1,1,1,1,1,0,1,1,0,1,481,43271182,Xuhui District,Entire rental unit
Entire serviced apartment,Xuhui District,NA,0,1,2,1,1,0,NA,1,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,899,43271861,Xuhui District,Entire serviced apartment
Entire rental unit,Jing'an District,100,100,26,2,1,1,7,5,25,0.38,1,547,0,1,1,1,1,0,0,1,0,0,0,0,0,537,43271870,Jing'an District,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,2,2,4,4.5,31,0.24,1,503,1,1,1,1,1,1,0,1,0,0,0,0,0,140,43274366,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,2,2,8,4.75,31,0.62,1,387,1,1,1,1,1,1,0,1,0,0,0,0,0,140,43280036,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,2,1,1,19,4.74,44,0.97,1,589,1,1,1,1,1,1,1,1,0,0,1,0,0,249,43281272,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,4,2,2,5,4.8,31,0.33,1,447,1,1,1,1,1,1,0,1,0,0,0,0,0,162,43281293,Pudong,Entire rental unit
Entire rental unit,Pudong,100,100,31,6,2,2,2,5,31,0.1,1,590,1,1,1,1,1,1,0,1,0,0,0,0,0,351,43281362,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,4,2,2,4,4.75,44,0.22,1,543,1,1,1,1,1,0,0,1,0,0,0,0,0,264,43281397,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,2,1,1,11,4.73,44,0.56,1,589,1,1,1,1,1,1,0,1,0,0,0,0,0,249,43281449,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,4,2,2,17,4.94,44,0.87,1,584,1,1,1,1,1,1,0,1,0,0,0,0,0,271,43281487,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,4,2,2,18,4.94,44,0.91,1,590,1,1,1,1,1,1,0,1,0,0,0,0,0,279,43281509,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,3,2,2,11,5,44,0.55,1,604,1,1,1,1,1,1,0,1,0,0,0,0,0,241,43281551,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,4,2,2,5,5,44,0.27,1,559,1,1,1,1,1,0,0,1,0,0,0,0,0,279,43281615,Pudong,Entire rental unit
Entire rental unit,Pudong,97,100,32,4,1,2,12,4.83,44,0.64,1.5,560,1,1,1,1,1,1,1,1,0,0,1,0,1,257,43281669,Pudong,Entire rental unit
Entire rental unit,Pudong,100,86,15,3,1,2,0,NA,27,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,318,43281785,Pudong,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,3,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,1,0,0,150,43287061,Minhang District,Entire rental unit
Entire rental unit,Hongkou District,NA,NA,0,2,1,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,833,43287379,Hongkou District,Entire rental unit
Entire rental unit,Hongkou District,NA,NA,0,2,1,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,833,43287461,Hongkou District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,3,NA,1,NA,0,1,1,0,1,1,0,1,0,0,1,0,0,220,43287488,Minhang District,Entire rental unit
Entire rental unit,Huangpu District,100,94,46,2,1,1,44,4.91,47,2.18,1,604,1,1,1,1,1,1,1,1,0,0,0,0,0,252,43287598,Huangpu District,Entire rental unit
Entire rental unit,Putuo District,100,94,46,4,2,2,12,5,47,0.6,1,599,1,1,1,1,1,1,1,1,0,1,1,0,0,441,43288085,Putuo District,Entire rental unit
Entire rental unit,Huangpu District,100,94,46,2,1,1,24,4.92,47,1.2,1,599,1,1,1,1,1,1,1,1,0,1,1,0,0,384,43288486,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,95,6,2,1,1,1,5,6,0.05,1,546,1,1,1,0,0,0,0,1,0,0,1,0,0,899,43288989,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,94,46,4,2,2,31,4.94,47,1.57,1,591,1,1,1,1,1,1,1,1,0,1,1,0,0,799,43289663,Huangpu District,Entire rental unit
Entire rental unit,Xuhui District,100,94,46,2,1,1,39,4.95,47,1.94,1,601,1,1,1,1,1,1,1,1,0,1,1,0,0,344,43290530,Xuhui District,Entire rental unit
Entire rental unit,Putuo District,100,79,7,2,1,1,0,NA,5,NA,1,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,288,43294140,Putuo District,Entire rental unit
Entire loft,Baoshan District,100,100,2,4,2,2,17,5,1,0.87,1,588,1,1,1,1,1,1,1,1,0,1,1,0,1,546,43295476,Baoshan District,Entire loft
Entire rental unit,Huangpu District,100,100,1,2,1,2,8,4.75,2,0.41,1,578,1,1,1,1,1,1,1,1,0,0,1,0,0,888,43296215,Huangpu District,Entire rental unit
Entire rental unit,Hongkou District,100,100,32,2,1,1,9,4.89,31,0.45,1,599,0,1,1,1,1,1,1,1,0,1,1,0,1,314,43305043,Hongkou District,Entire rental unit
Entire rental unit,Yangpu District,100,100,5,6,3,3,2,5,5,0.13,1,447,0,1,1,1,1,1,1,1,0,0,1,1,0,776,43305830,Yangpu District,Entire rental unit
Entire rental unit,Minhang District,NA,NA,0,2,1,1,0,NA,1,NA,0.5,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,150,43305958,Minhang District,Entire rental unit
Entire loft,Huangpu District,100,100,0,2,1,1,23,4.91,1,1.26,1,548,1,1,1,1,1,0,1,1,0,1,0,0,0,355,43308242,Huangpu District,Entire loft
Entire loft,Hongkou District,NA,89,4,2,1,1,12,3.58,4,0.64,1,563,0,1,1,0,1,0,0,1,0,0,0,0,0,143,43311812,Hongkou District,Entire loft
Entire rental unit,Xuhui District,100,100,43,6,3,3,1,5,40,0.15,2,195,1,1,1,1,1,1,0,1,0,0,0,0,0,1134,43313154,Xuhui District,Entire rental unit
Entire rental unit,Yangpu District,100,100,19,4,2,2,5,4.6,19,0.27,1,558,0,1,1,1,1,1,0,1,0,0,0,0,0,528,43315688,Yangpu District,Entire rental unit
Entire rental unit,Xuhui District,NA,NA,0,2,1,1,0,NA,2,NA,2,NA,0,1,1,0,1,1,0,1,0,0,0,1,0,7000,43315904,Xuhui District,Entire rental unit
Entire rental unit,Xuhui District,83,5,10,2,1,1,0,NA,10,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,298,43317708,Xuhui District,Entire rental unit
Entire loft,Pudong,100,100,7,2,1,1,5,5,4,0.42,1,359,1,1,1,1,1,1,1,1,0,0,0,0,0,587,43320408,Pudong,Entire loft
Entire serviced apartment,Yangpu District,100,96,15,2,1,1,6,5,15,0.3,1,597,1,1,1,1,1,1,1,1,0,1,1,0,1,414,43321370,Yangpu District,Entire serviced apartment
Entire loft,Huangpu District,100,99,10,4,1,1,95,4.92,8,5.01,1,568,1,1,1,1,1,1,1,1,0,1,1,0,1,839,43321830,Huangpu District,Entire loft
Entire rental unit,Changning District,100,100,0,2,1,1,65,4.75,6,3.26,1,597,1,1,1,1,1,1,1,1,0,0,1,0,1,399,43323592,Changning District,Entire rental unit
Entire rental unit,Xuhui District,100,100,36,4,2,2,33,4.58,35,1.68,1,589,0,1,1,1,1,0,1,1,0,1,1,0,0,1608,43323631,Xuhui District,Entire rental unit
Entire rental unit,Huangpu District,100,100,26,2,1,1,15,4.6,25,0.77,1,584,0,1,1,0,1,0,0,1,0,0,0,0,0,555,43323886,Huangpu District,Entire rental unit
Entire loft,Xuhui District,100,100,23,2,1,1,10,4.9,23,0.57,1.5,523,0,1,1,1,1,1,1,1,0,1,0,0,0,190,43329004,Xuhui District,Entire loft
Entire rental unit,Minhang District,0,NA,2,2,1,1,0,NA,2,NA,1,NA,0,1,1,0,1,1,0,1,0,0,0,0,0,268,43330798,Minhang District,Entire rental unit
Entire serviced apartment,Pudong,100,100,2,4,2,2,0,NA,5,NA,2,NA,1,1,1,0,1,1,0,1,0,0,1,1,0,970,43332716,Pudong,Entire serviced apartment
Entire rental unit,Putuo District,100,100,0,4,2,3,77,4.83,1,4.01,1,575,1,1,1,1,1,0,1,1,0,1,1,0,0,267,43335652,Putuo District,Entire rental unit
